dispositif,nombre_demandes_deposees,nombre_salaries_concernes,nombre_heures_demandees,nombre_etablissements_concernes,reg,libelle_region,dep,libelle_departement,code_section_nace17,libelle_section_nace17,date_maj
Activite Partielle,70.00,1250.00,452680.00,65.00,76,Occitanie,09,Ariège,HZ,Transports et entreposage,2020-07-21
Activite Partielle,390.00,2020.00,1020195.00,340.00,76,Occitanie,09,Ariège,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,25.00,180.00,74315.00,20.00,76,Occitanie,09,Ariège,JZ,Information et communication,2020-07-21
Activite Partielle,100.00,270.00,117860.00,90.00,76,Occitanie,09,Ariège,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,55.00,240.00,148055.00,50.00,76,Occitanie,09,Ariège,LZ,Activités immobilières,2020-07-21
Activite Partielle,305.00,2240.00,837610.00,275.00,76,Occitanie,09,Ariège,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,250.00,1455.00,380670.00,210.00,76,Occitanie,09,Ariège,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,390.00,1665.00,510555.00,320.00,76,Occitanie,09,Ariège,RU,Autres activités de services,2020-07-21
Activite Partielle,210.00,670.00,291125.00,195.00,76,Occitanie,11,Aude,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,235.00,1675.00,650875.00,215.00,76,Occitanie,11,Aude,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,30.00,460.00,192725.00,25.00,76,Occitanie,11,Aude,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,5.00,125.00,81980.00,5.00,76,Occitanie,11,Aude,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,250.00,3350.00,1655575.00,225.00,76,Occitanie,11,Aude,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,65.00,520.00,221535.00,60.00,76,Occitanie,11,Aude,DE,Industries extractives,2020-07-21
Activite Partielle,1005.00,6370.00,3571870.00,950.00,76,Occitanie,11,Aude,FZ,Construction,2020-07-21
Activite Partielle,1815.00,10585.00,5884935.00,1705.00,76,Occitanie,11,Aude,GZ,Commerce,2020-07-21
Activite Partielle,245.00,3440.00,1658775.00,225.00,76,Occitanie,11,Aude,HZ,Transports et entreposage,2020-07-21
Activite Partielle,1030.00,5935.00,3332020.00,910.00,76,Occitanie,11,Aude,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,65.00,325.00,187220.00,65.00,76,Occitanie,11,Aude,JZ,Information et communication,2020-07-21
Activite Partielle,220.00,730.00,363215.00,205.00,76,Occitanie,11,Aude,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,180.00,610.00,338985.00,170.00,76,Occitanie,11,Aude,LZ,Activités immobilières,2020-07-21
Activite Partielle,860.00,6790.00,3425110.00,795.00,76,Occitanie,11,Aude,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,580.00,4110.00,1556545.00,520.00,76,Occitanie,11,Aude,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,810.00,3475.00,1282390.00,685.00,76,Occitanie,11,Aude,RU,Autres activités de services,2020-07-21
Activite Partielle,95.00,330.00,200425.00,95.00,76,Occitanie,12,Aveyron,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,240.00,2385.00,1340320.00,230.00,76,Occitanie,12,Aveyron,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,20.00,625.00,428805.00,20.00,76,Occitanie,12,Aveyron,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,25.00,3160.00,1465860.00,20.00,76,Occitanie,12,Aveyron,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,340.00,5925.00,4247490.00,325.00,76,Occitanie,12,Aveyron,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,50.00,370.00,169985.00,45.00,76,Occitanie,12,Aveyron,DE,Industries extractives,2020-07-21
Activite Partielle,855.00,6170.00,4416195.00,840.00,76,Occitanie,12,Aveyron,FZ,Construction,2020-07-21
Activite Partielle,1505.00,7985.00,5044320.00,1470.00,76,Occitanie,12,Aveyron,GZ,Commerce,2020-07-21
Activite Partielle,165.00,2155.00,1083905.00,160.00,76,Occitanie,12,Aveyron,HZ,Transports et entreposage,2020-07-21
Activite Partielle,655.00,3270.00,2116870.00,620.00,76,Occitanie,12,Aveyron,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,55.00,455.00,232115.00,50.00,76,Occitanie,12,Aveyron,JZ,Information et communication,2020-07-21
Activite Partielle,185.00,805.00,514155.00,180.00,76,Occitanie,12,Aveyron,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,65.00,310.00,183450.00,65.00,76,Occitanie,12,Aveyron,LZ,Activités immobilières,2020-07-21
Activite Partielle,640.00,5840.00,3409505.00,630.00,76,Occitanie,12,Aveyron,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,490.00,4090.00,1749940.00,470.00,76,Occitanie,12,Aveyron,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,575.00,2470.00,1439945.00,545.00,76,Occitanie,12,Aveyron,RU,Autres activités de services,2020-07-21
Activite Partielle,285.00,855.00,339935.00,245.00,76,Occitanie,30,Gard,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,360.00,2720.00,1123075.00,340.00,76,Occitanie,30,Gard,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,90.00,1515.00,1085760.00,75.00,76,Occitanie,30,Gard,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,20.00,265.00,152725.00,20.00,76,Occitanie,30,Gard,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,660.00,8450.00,3839000.00,600.00,76,Occitanie,30,Gard,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,130.00,1870.00,811060.00,120.00,76,Occitanie,30,Gard,DE,Industries extractives,2020-07-21
Activite Partielle,2250.00,12500.00,6865500.00,2060.00,76,Occitanie,30,Gard,FZ,Construction,2020-07-21
Activite Partielle,3485.00,20555.00,10144100.00,3220.00,76,Occitanie,30,Gard,GZ,Commerce,2020-07-21
Activite Partielle,440.00,5635.00,2833170.00,385.00,76,Occitanie,30,Gard,HZ,Transports et entreposage,2020-07-21
Activite Partielle,1800.00,9870.00,5366560.00,1585.00,76,Occitanie,30,Gard,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,205.00,1370.00,576435.00,175.00,76,Occitanie,30,Gard,JZ,Information et communication,2020-07-21
Activite Partielle,480.00,1615.00,683920.00,445.00,76,Occitanie,30,Gard,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,335.00,920.00,439615.00,305.00,76,Occitanie,30,Gard,LZ,Activités immobilières,2020-07-21
Activite Partielle,1945.00,16580.00,6646790.00,1710.00,76,Occitanie,30,Gard,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,1365.00,11795.00,5155900.00,1165.00,76,Occitanie,30,Gard,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,1725.00,7280.00,2587865.00,1390.00,76,Occitanie,30,Gard,RU,Autres activités de services,2020-07-21
Activite Partielle,150.00,585.00,224865.00,135.00,76,Occitanie,32,Gers,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,155.00,1890.00,562550.00,145.00,76,Occitanie,32,Gers,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,15.00,305.00,27790.00,10.00,76,Occitanie,32,Gers,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,10.00,490.00,365600.00,10.00,76,Occitanie,32,Gers,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,120.00,2480.00,1997570.00,105.00,76,Occitanie,32,Gers,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,30.00,220.00,111220.00,30.00,76,Occitanie,32,Gers,DE,Industries extractives,2020-07-21
Activite Partielle,560.00,3230.00,1554100.00,505.00,76,Occitanie,32,Gers,FZ,Construction,2020-07-21
Activite Partielle,905.00,5325.00,2546235.00,815.00,76,Occitanie,32,Gers,GZ,Commerce,2020-07-21
Activite Partielle,110.00,1310.00,442045.00,90.00,76,Occitanie,32,Gers,HZ,Transports et entreposage,2020-07-21
Activite Partielle,400.00,1560.00,810670.00,330.00,76,Occitanie,32,Gers,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,40.00,250.00,95385.00,30.00,76,Occitanie,32,Gers,JZ,Information et communication,2020-07-21
Activite Partielle,115.00,415.00,242580.00,110.00,76,Occitanie,32,Gers,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,50.00,125.00,63185.00,50.00,76,Occitanie,32,Gers,LZ,Activités immobilières,2020-07-21
Activite Partielle,435.00,4730.00,2237070.00,395.00,76,Occitanie,32,Gers,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,315.00,1900.00,785640.00,265.00,76,Occitanie,32,Gers,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,430.00,1860.00,706010.00,365.00,76,Occitanie,32,Gers,RU,Autres activités de services,2020-07-21
Activite Partielle,95.00,390.00,157265.00,85.00,76,Occitanie,31,Haute-Garonne,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,555.00,4040.00,1772430.00,490.00,76,Occitanie,31,Haute-Garonne,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,230.00,8090.00,4270650.00,190.00,76,Occitanie,31,Haute-Garonne,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,75.00,26185.00,9718015.00,65.00,76,Occitanie,31,Haute-Garonne,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,1210.00,17120.00,9772845.00,1035.00,76,Occitanie,31,Haute-Garonne,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,180.00,2705.00,1470915.00,160.00,76,Occitanie,31,Haute-Garonne,DE,Industries extractives,2020-07-21
Activite Partielle,3960.00,37150.00,18598330.00,3535.00,76,Occitanie,31,Haute-Garonne,FZ,Construction,2020-07-21
Activite Partielle,6595.00,48040.00,23842675.00,6005.00,76,Occitanie,31,Haute-Garonne,GZ,Commerce,2020-07-21
Activite Partielle,940.00,24035.00,12035585.00,840.00,76,Occitanie,31,Haute-Garonne,HZ,Transports et entreposage,2020-07-21
Activite Partielle,3475.00,25830.00,14847080.00,2970.00,76,Occitanie,31,Haute-Garonne,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,970.00,19260.00,15269135.00,790.00,76,Occitanie,31,Haute-Garonne,JZ,Information et communication,2020-07-21
Activite Partielle,1165.00,6310.00,2838470.00,1070.00,76,Occitanie,31,Haute-Garonne,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,825.00,3800.00,1815290.00,770.00,76,Occitanie,31,Haute-Garonne,LZ,Activités immobilières,2020-07-21
Activite Partielle,5370.00,99705.00,42391220.00,4740.00,76,Occitanie,31,Haute-Garonne,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,2895.00,27830.00,10318420.00,2505.00,76,Occitanie,31,Haute-Garonne,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,3425.00,24420.00,10023620.00,2850.00,76,Occitanie,31,Haute-Garonne,RU,Autres activités de services,2020-07-21
Activite Partielle,45.00,130.00,53110.00,45.00,76,Occitanie,65,Hautes-Pyrénées,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,160.00,1365.00,556610.00,150.00,76,Occitanie,65,Hautes-Pyrénées,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,30.00,845.00,346610.00,25.00,76,Occitanie,65,Hautes-Pyrénées,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,10.00,1980.00,707195.00,5.00,76,Occitanie,65,Hautes-Pyrénées,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,210.00,3400.00,1871615.00,180.00,76,Occitanie,65,Hautes-Pyrénées,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,35.00,455.00,305605.00,35.00,76,Occitanie,65,Hautes-Pyrénées,DE,Industries extractives,2020-07-21
Activite Partielle,570.00,4075.00,1937925.00,530.00,76,Occitanie,65,Hautes-Pyrénées,FZ,Construction,2020-07-21
Activite Partielle,1145.00,5855.00,2901295.00,1085.00,76,Occitanie,65,Hautes-Pyrénées,GZ,Commerce,2020-07-21
Activite Partielle,130.00,2780.00,1126315.00,115.00,76,Occitanie,65,Hautes-Pyrénées,HZ,Transports et entreposage,2020-07-21
Activite Partielle,790.00,4065.00,2136995.00,710.00,76,Occitanie,65,Hautes-Pyrénées,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,40.00,195.00,94130.00,35.00,76,Occitanie,65,Hautes-Pyrénées,JZ,Information et communication,2020-07-21
Activite Partielle,140.00,485.00,264015.00,135.00,76,Occitanie,65,Hautes-Pyrénées,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,90.00,360.00,140830.00,85.00,76,Occitanie,65,Hautes-Pyrénées,LZ,Activités immobilières,2020-07-21
Activite Partielle,575.00,5275.00,2022960.00,530.00,76,Occitanie,65,Hautes-Pyrénées,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,435.00,4025.00,1086695.00,390.00,76,Occitanie,65,Hautes-Pyrénées,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,575.00,2750.00,1279655.00,480.00,76,Occitanie,65,Hautes-Pyrénées,RU,Autres activités de services,2020-07-21
Activite Partielle,465.00,1565.00,655075.00,410.00,76,Occitanie,34,Hérault,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,540.00,3395.00,1586730.00,500.00,76,Occitanie,34,Hérault,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,125.00,3575.00,1773250.00,110.00,76,Occitanie,34,Hérault,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,30.00,355.00,138390.00,25.00,76,Occitanie,34,Hérault,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,815.00,7855.00,4026940.00,745.00,76,Occitanie,34,Hérault,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,155.00,2415.00,1005280.00,150.00,76,Occitanie,34,Hérault,DE,Industries extractives,2020-07-21
Activite Partielle,3730.00,23150.00,12472850.00,3475.00,76,Occitanie,34,Hérault,FZ,Construction,2020-07-21
Activite Partielle,5820.00,35655.00,19081255.00,5400.00,76,Occitanie,34,Hérault,GZ,Commerce,2020-07-21
Activite Partielle,660.00,13215.00,5497080.00,590.00,76,Occitanie,34,Hérault,HZ,Transports et entreposage,2020-07-21
Activite Partielle,3645.00,23505.00,13441940.00,3255.00,76,Occitanie,34,Hérault,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,600.00,7240.00,3028270.00,525.00,76,Occitanie,34,Hérault,JZ,Information et communication,2020-07-21
Activite Partielle,865.00,3440.00,1699515.00,795.00,76,Occitanie,34,Hérault,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,820.00,3485.00,1762750.00,770.00,76,Occitanie,34,Hérault,LZ,Activités immobilières,2020-07-21
Activite Partielle,4060.00,37315.00,15877455.00,3700.00,76,Occitanie,34,Hérault,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,2420.00,25815.00,8943175.00,2130.00,76,Occitanie,34,Hérault,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,2855.00,16250.00,6124985.00,2450.00,76,Occitanie,34,Hérault,RU,Autres activités de services,2020-07-21
Activite Partielle,95.00,280.00,131985.00,90.00,76,Occitanie,46,Lot,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,150.00,1440.00,514690.00,130.00,76,Occitanie,46,Lot,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,15.00,750.00,288820.00,15.00,76,Occitanie,46,Lot,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,155.00,3835.00,2275030.00,135.00,76,Occitanie,46,Lot,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,30.00,765.00,410290.00,30.00,76,Occitanie,46,Lot,DE,Industries extractives,2020-07-21
Activite Partielle,495.00,2630.00,1247695.00,465.00,76,Occitanie,46,Lot,FZ,Construction,2020-07-21
Activite Partielle,915.00,4540.00,2017210.00,850.00,76,Occitanie,46,Lot,GZ,Commerce,2020-07-21
Activite Partielle,85.00,1015.00,272005.00,70.00,76,Occitanie,46,Lot,HZ,Transports et entreposage,2020-07-21
Activite Partielle,455.00,2015.00,1124685.00,410.00,76,Occitanie,46,Lot,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,30.00,180.00,101130.00,25.00,76,Occitanie,46,Lot,JZ,Information et communication,2020-07-21
Activite Partielle,100.00,455.00,295065.00,90.00,76,Occitanie,46,Lot,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,55.00,145.00,70695.00,55.00,76,Occitanie,46,Lot,LZ,Activités immobilières,2020-07-21
Activite Partielle,385.00,3915.00,1373935.00,345.00,76,Occitanie,46,Lot,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,320.00,2355.00,646320.00,270.00,76,Occitanie,46,Lot,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,380.00,2035.00,701640.00,315.00,76,Occitanie,46,Lot,RU,Autres activités de services,2020-07-21
Activite Partielle,25.00,60.00,25015.00,25.00,76,Occitanie,48,Lozère,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,60.00,410.00,218210.00,60.00,76,Occitanie,48,Lozère,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,5.00,75.00,29110.00,5.00,76,Occitanie,48,Lozère,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,75.00,870.00,470795.00,70.00,76,Occitanie,48,Lozère,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,20.00,225.00,92820.00,20.00,76,Occitanie,48,Lozère,DE,Industries extractives,2020-07-21
Activite Partielle,250.00,1550.00,819115.00,240.00,76,Occitanie,48,Lozère,FZ,Construction,2020-07-21
Activite Partielle,340.00,1790.00,835170.00,330.00,76,Occitanie,48,Lozère,GZ,Commerce,2020-07-21
Activite Partielle,50.00,475.00,285645.00,50.00,76,Occitanie,48,Lozère,HZ,Transports et entreposage,2020-07-21
Activite Partielle,260.00,960.00,572325.00,240.00,76,Occitanie,48,Lozère,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,15.00,35.00,9955.00,15.00,76,Occitanie,48,Lozère,JZ,Information et communication,2020-07-21
Activite Partielle,40.00,110.00,62950.00,40.00,76,Occitanie,48,Lozère,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,10.00,50.00,23485.00,10.00,76,Occitanie,48,Lozère,LZ,Activités immobilières,2020-07-21
Activite Partielle,140.00,995.00,325870.00,140.00,76,Occitanie,48,Lozère,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,155.00,1440.00,481860.00,150.00,76,Occitanie,48,Lozère,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,185.00,655.00,274020.00,175.00,76,Occitanie,48,Lozère,RU,Autres activités de services,2020-07-21
Activite Partielle,160.00,445.00,181485.00,150.00,76,Occitanie,66,Pyrénées-Orientales,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,235.00,2470.00,1502060.00,225.00,76,Occitanie,66,Pyrénées-Orientales,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,20.00,340.00,258380.00,20.00,76,Occitanie,66,Pyrénées-Orientales,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,25.00,390.00,195005.00,20.00,76,Occitanie,66,Pyrénées-Orientales,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,315.00,2540.00,1429495.00,290.00,76,Occitanie,66,Pyrénées-Orientales,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,55.00,540.00,250300.00,50.00,76,Occitanie,66,Pyrénées-Orientales,DE,Industries extractives,2020-07-21
Activite Partielle,1445.00,9100.00,5360960.00,1375.00,76,Occitanie,66,Pyrénées-Orientales,FZ,Construction,2020-07-21
Activite Partielle,2425.00,14475.00,8411350.00,2280.00,76,Occitanie,66,Pyrénées-Orientales,GZ,Commerce,2020-07-21
Activite Partielle,295.00,3705.00,1937995.00,275.00,76,Occitanie,66,Pyrénées-Orientales,HZ,Transports et entreposage,2020-07-21
Activite Partielle,1430.00,8085.00,4947190.00,1320.00,76,Occitanie,66,Pyrénées-Orientales,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,125.00,735.00,391685.00,110.00,76,Occitanie,66,Pyrénées-Orientales,JZ,Information et communication,2020-07-21
Activite Partielle,325.00,1110.00,589220.00,310.00,76,Occitanie,66,Pyrénées-Orientales,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,300.00,1110.00,521115.00,285.00,76,Occitanie,66,Pyrénées-Orientales,LZ,Activités immobilières,2020-07-21
Activite Partielle,1225.00,12070.00,5190140.00,1135.00,76,Occitanie,66,Pyrénées-Orientales,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,770.00,6195.00,2446735.00,705.00,76,Occitanie,66,Pyrénées-Orientales,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,1015.00,5320.00,2407075.00,885.00,76,Occitanie,66,Pyrénées-Orientales,RU,Autres activités de services,2020-07-21
Activite Partielle,115.00,565.00,245460.00,110.00,76,Occitanie,81,Tarn,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,240.00,1585.00,696355.00,225.00,76,Occitanie,81,Tarn,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,45.00,1585.00,976790.00,40.00,76,Occitanie,81,Tarn,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,10.00,215.00,111320.00,5.00,76,Occitanie,81,Tarn,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,595.00,8325.00,3971095.00,525.00,76,Occitanie,81,Tarn,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,80.00,720.00,359190.00,75.00,76,Occitanie,81,Tarn,DE,Industries extractives,2020-07-21
Activite Partielle,1020.00,6450.00,3572205.00,980.00,76,Occitanie,81,Tarn,FZ,Construction,2020-07-21
Activite Partielle,1870.00,10230.00,5150700.00,1750.00,76,Occitanie,81,Tarn,GZ,Commerce,2020-07-21
Activite Partielle,150.00,2195.00,1299540.00,145.00,76,Occitanie,81,Tarn,HZ,Transports et entreposage,2020-07-21
Activite Partielle,680.00,3730.00,2137460.00,620.00,76,Occitanie,81,Tarn,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,75.00,520.00,162725.00,70.00,76,Occitanie,81,Tarn,JZ,Information et communication,2020-07-21
Activite Partielle,235.00,1030.00,652045.00,225.00,76,Occitanie,81,Tarn,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,120.00,405.00,204125.00,110.00,76,Occitanie,81,Tarn,LZ,Activités immobilières,2020-07-21
Activite Partielle,870.00,8255.00,3247645.00,795.00,76,Occitanie,81,Tarn,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,745.00,7085.00,2339625.00,675.00,76,Occitanie,81,Tarn,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,825.00,3860.00,1276665.00,725.00,76,Occitanie,81,Tarn,RU,Autres activités de services,2020-07-21
Activite Partielle,65.00,195.00,51730.00,55.00,76,Occitanie,82,Tarn-et-Garonne,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,150.00,1000.00,380240.00,130.00,76,Occitanie,82,Tarn-et-Garonne,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,35.00,1425.00,533800.00,30.00,76,Occitanie,82,Tarn-et-Garonne,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,15.00,245.00,174620.00,15.00,76,Occitanie,82,Tarn-et-Garonne,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,240.00,3380.00,1907105.00,195.00,76,Occitanie,82,Tarn-et-Garonne,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,45.00,440.00,195830.00,40.00,76,Occitanie,82,Tarn-et-Garonne,DE,Industries extractives,2020-07-21
Activite Partielle,720.00,4420.00,2368955.00,655.00,76,Occitanie,82,Tarn-et-Garonne,FZ,Construction,2020-07-21
Activite Partielle,1260.00,7565.00,3639570.00,1120.00,76,Occitanie,82,Tarn-et-Garonne,GZ,Commerce,2020-07-21
Activite Partielle,155.00,1880.00,783700.00,140.00,76,Occitanie,82,Tarn-et-Garonne,HZ,Transports et entreposage,2020-07-21
Activite Partielle,490.00,2580.00,1434590.00,410.00,76,Occitanie,82,Tarn-et-Garonne,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,60.00,315.00,112880.00,40.00,76,Occitanie,82,Tarn-et-Garonne,JZ,Information et communication,2020-07-21
Activite Partielle,160.00,520.00,262920.00,140.00,76,Occitanie,82,Tarn-et-Garonne,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,95.00,405.00,177110.00,80.00,76,Occitanie,82,Tarn-et-Garonne,LZ,Activités immobilières,2020-07-21
Activite Partielle,645.00,6455.00,2271585.00,570.00,76,Occitanie,82,Tarn-et-Garonne,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,450.00,4020.00,1265505.00,395.00,76,Occitanie,82,Tarn-et-Garonne,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,590.00,2225.00,736425.00,480.00,76,Occitanie,82,Tarn-et-Garonne,RU,Autres activités de services,2020-07-21
Activite Partielle,320.00,1150.00,317910.00,260.00,52,Pays de la Loire,44,Loire-Atlantique,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,665.00,8595.00,3567190.00,600.00,52,Pays de la Loire,44,Loire-Atlantique,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,220.00,11005.00,3917290.00,180.00,52,Pays de la Loire,44,Loire-Atlantique,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,75.00,14485.00,4764130.00,65.00,52,Pays de la Loire,44,Loire-Atlantique,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,1360.00,30930.00,13836380.00,1180.00,52,Pays de la Loire,44,Loire-Atlantique,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,185.00,3400.00,1504795.00,175.00,52,Pays de la Loire,44,Loire-Atlantique,DE,Industries extractives,2020-07-21
